Smiles,logSw
O=C(O)C[C@@H](N)C(=O)NC(C(=O)OC1C(C)(C)C2CCC1(C)C2)C(=O)OCC,4.05
O1C(CO)C(O)C(O)C(O)C1OC(=O)[C@]1([C@@H]2CC[C@@]34[C@@H](CC[C@@](O[C@H]5OC(CO)C(O)C(O[C@H]6OC(CO)C(O)C(O)C6O)C5O[C@H]5OCC(O)C(O)C5O)(C3)C(C4)=C)[C@@]2(CCC1)C)C,4.051152522
O1[C@@H](OC2[C@H](OC(CO)C(O)C2O)O[C@@]23CC[C@H]4[C@@](CC2=C)(C3)CC[C@@H]2[C@](CCC[C@]24C)(C(O)=O)C)C(O)C(O)C(O)C1CO,4.051152522
O1C(CO)C(O)C(O)C(O)C1OC(=O)[C@]1([C@@H]2CC[C@@]34[C@@H](CC[C@@](O[C@@H]5OC(CO)C(O)C(O)C5O)(C3)C(C4)=C)[C@@]2(CCC1)C)C,4.056904851
O1C(CO)C(O)C(O)C(O)C1OC(=O)[C@@]1([C@@H]2CC[C@]34[C@@H](CC[C@@](O[C@@H]5OC(CO)C(O)C(O)C5O)(C3)C(C4)=C)[C@@]2(CCC1)C)C,4.06
O(C(=O)C(NC(=O)C(N)CC(O)=O)CCCCCC)C,4.07
N#Cc1ccc(cc1)/N=C(\NCC(=O)O)NC1CCCCC1,4.079181246
O=C(O)CNC(\N[C@H](C)c1ccccc1)=N/c1cc(C)ccc1,4.079181246
IC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CI)C(O)C1O)CI,4.08
ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CO)C(O)C1O)CCl,4.08
O(C(=O)C(NC(=O)C(N)CC(O)=O)C(O)C)CCC,4.08
O(C(=O)C(CC)C)CC(NC(=O)C(N)CC(O)=O)C,4.08
O(C(=O)CC(C)C)CC(NC(=O)C(N)CC(O)=O)C,4.08
O1c2c([C@H]3c4cc(O)c(O)cc4C[C@]3(O)C1)ccc(O)c2O,4.08
O1c2cc(O)c(O)cc2C2c3c(OC[C@@]12O)c(O)c(O)cc3,4.08
O1C(CO)C(O)C(O)C(O)C1OCC1OC(OC(C(O)(C)C)CCC(C)[C@H]2CC[C@@]3([C@@H]4CC=C5[C@@H](CCC(O[C@@H]6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C5(C)C)[C@@]4(C)C(O)C[C@]23C)C)C(O)C(O)C1O,4.096910013
O1C(CO)C(O)C(O)C(O)C1OC1C(O)C(O)C(OC1O[C@]12CCC3[C@](CC1=C)(C2)CCC1[C@@](CCC[C@@]13C)(C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)=O)C)CO,4.096910013
O(C(=O)C(NC(=O)C(N)CC(O)=O)C)CCC,4.1
S1(OC(C)=C(C)C(=O)N1)(=O)=O,4.11
O(C(=O)C(NC(=O)C(N)CC(O)=O)Cc1ccccc1)C,4.11
O(C(=O)C(NC(=O)C(N)CC(O)=O)CCC(C)C)C,4.11
S(CC(NC(=O)C(N)CC(O)=O)C(OC)=O)CCC,4.11
O(C(=O)C1CCC1C)CC(NC(=O)C(N)CC(O)=O)C,4.13
CC.O=C(O)CC(NCCC)C(=O)NC(CC1CCCCC1)C(=O)OC,4.13
O(C(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)CC,4.15
O(C(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)C(C)C,4.15
O(C(C)(C)C)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,4.15
Oc1ccc(cc1)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,4.15
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)[O-])O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O)O)C)(C)C(=O)[O-].[K+].[K+].[K+],4.176091259
O=C(O)CNC(\N[C@H](C)c1ccccc1)=N/c1cc(F)cc(F)c1,4.176091259
S1(OC(=CC(=O)N1)CC)(=O)=O,4.18
O(C(=O)C1CC1)CC(NC(=O)C(N)CC(O)=O)C,4.18
O(C)c1ccc(cc1O)C(Oc1ccccc1)O,4.18
O1c2c(C(=O)CC1c1cc(O)c(OCC)cc1)c(O)ccc2,4.18
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)[O-])O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O)O)C)(C)C(=O)[O-].[K+].[K+].[K+],4.18
S1(OC(=CC(=O)N1)C)(=O)=O,4.19
ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CCl)C(Cl)C1O)CO,4.2
O(C(=O)C(NC(=O)C(N)CC(O)=O)CO)CC(C)C,4.21
S(C(C)C)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,4.23
O(C(=O)C1CCC1)CC(NC(=O)C(N)CC(O)=O)C,4.24
N#Cc1ccc(cc1)/N=C(/NN(C)c1ccccc1)NCC(=O)O,4.255272505
O1C(CO)C(O)C(O)C(O)C1OC(=O)[C@@]1([C@H]2CC[C@]34[C@H](CC[C@](O[C@H]5OC(CO)C(O)C(O)C5O[C@H]5OC(CO)C(O)C(O)C5O)(C3)C(C4)=C)[C@@]2(CCC1)C)C,4.267171728
O1C(CO)C(O)C(O)C(O)C1OC(=O)[C@@]1([C@@H]2CC[C@]34[C@H](CC[C@@](O[C@@H]5OC(CO)C(O)C(O)C5O[C@H]5OC(CO)C(O)C(O)C5O)(C3)C(C4)=C)[C@@]2(CCC1)C)C,4.27
O(C(=O)C(C)(C)C)CC(NC(=O)C(N)CC(O)=O)C,4.28
ClC1C(O)C(O)C(OC1CCl)O[C@@]1(OC(CCl)C(O)C1O)CCl,4.3
O1[C@H](OC2CC[C@@]3([C@@H]4[C@](CC[C@H]3C2(C)C)(C)[C@]2(CC[C@]3([C@H](C2=CC4=O)C[C@](CC3)(C(O)=O)C)C)C)C)C(O[C@@H]2OC(C(O)=O)C(O)C(O)C2O)C(O)C(O)C1C(O)=O.N,4.3
O1C(COC(=O)C)C(O)C(O)C1OC1CC[C@]2(C(CC[C@@]3(C2CC(OC2OC(C)C(O)C(O)C2O)C2[C@@]3(CCC2[C@@]2(OC(CC2)C(O)(C)C)C)C)C)C1(C)C)C,4.3
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)[O-])O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O)O)C)(C)C(=O)[O-].[Na+].[Na+] ,4.3
O(CC)c1ccc(NC(=O)N)cc1,4.3
O1CC(Cc2c1cccc2)c1cc(O)c(OC)cc1,4.3
S1c2c(CCC1c1cc(O)c(OC)cc1)cccc2,4.3
S1c2c(COC1c1cc(O)c(O)cc1)cccc2,4.3
S1c2c(SC1c1cc(O)c(OC)cc1)cccc2,4.3
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)[O-])O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O)O)C)(C)C(=O)[O-].[Na+].[Na+] C(O)C1C(O)=O,4.301029996
Clc1cc(cc(Cl)c1)/N=C(/NC1CCCCCC1)NCC(=O)O,4.301029996
O1[C@@H](OC2CC[C@@]3([C@H]4[C@](CC[C@H]3C2(C)C)(C)[C@@]2(CC[C@@]3([C@@H](C2=CC4=O)C[C@](CC3)(C(O)=O)C)C)C)C)C(O[C@@H]2OC(C(O)=O)C(O)C(O)C2O)C(O)C(O)C1C(O)=O,4.311753861
O(C(C)(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)C(OCC)=O,4.32
ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CO)C(Cl)C1O)CCl,4.34
O1C(CO)C(O)C(O)C(O)C1OC1C(O)C(O)C(OC1O[C@]12CCC3[C@](CC1=C)(C2)CCC1[C@](CCC[C@]13C)(C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)=O)C)CO,4.35
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,4.352182518
CC(C)(C)SCC(NC(=O)C(CC(=O)O)NCCC)C(=O)OC.CC,4.36
N#Cc1ccc(cc1)\N=C(\NCC(=O)O)NCC12CC3CC(C1)C(C3)C2,4.361727836
Brc1cc(/N=C(\NCC(=O)O)N[C@H](C)c2ccccc2)ccc1,4.397940009
O1C(CO)C(O)C(O)C(O)C1Oc1ccc(cc1)C1Oc2c(ccc(O)c2)C(=O)C1,4.4
S1(OC(C)=C(CC)C(=O)N1)(=O)=O,4.4
S1CC(Oc2c1cccc2)c1cc(O)c(OC)cc1,4.4
O(C)c1ccc(NCc2ccccc2)cc1O,4.4
O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OCC)=O)C1CCCC1,4.44
O=C(O)CNC(\NSC(C)c1ccccc1)=N/c1ccc(cc1)C#N,4.447158031
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O ,4.47
O1C(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O[C@H]2OC(CO)C(O)C(O)C2O)C1OC(C(O)(C)C)CCC(C)[C@@H]1CC[C@@]2([C@@H]3CC=C4[C@H](CCC(O[C@@H]5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)[C@@]3(C)C(O)C[C@]12C)C,4.477121255
O=C(O)CN\C(=N/c1ccc(cc1)C#N)NCc1ccccc1,4.477121255
O=C(O)CNC(\N[C@H](C)c1ccccc1)=N/c1cc(C)cc(C)c1,4.477121255
Clc1cc(\N=C(\Nc2cc3ccccc3cc2)NCC(=O)O)cc(Cl)c1,4.477121255
S1c2c(OC1c1cc(O)c(OC)cc1)cccc2,4.48
S1c2c(cccc2)C(OC1c1cc(O)c(OC)cc1)=O,4.48
O(C)c1ccc(cc1O)CCc1ccccc1,4.48
S1(=O)(=O)NC(=O)c2c1cccc2.[NaH],4.48
CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)C3CCC4(C3(CC(C5(C4CC=C6C5CCC(C6(C)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C)O)C)C  ,4.49
O1[C@H](OC2C(O)C(O[C@@H](O[C@]34CC[C@H]5[C@@](CC3=C)(C4)CC[C@@H]3[C@](CCC[C@]35C)(C(O)=O)C)C2O[C@H]2OC(CO)C(O)C(O)C2O)CO)C(O)C(O)C(O)C1CO,4.51
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O,4.51
O1[C@H](OC2C(O)C(O[C@H](O[C@]34CC[C@@H]5[C@](CC3=C)(C4)CC[C@H]3[C@@](CCC[C@@]35C)(C(O)=O)C)C2O[C@H]2OC(CO)C(O)C(O)C2O)CO)C(O)C(O)C(O)C1CO,4.511883361
C[C@H](CC[C@H](C(C)(C)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)[C@H]4CC[C@@]5([C@@]4(C[C@H]([C@@]6([C@H]5CC=C7[C@H]6CC[C@@H](C7(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O)C)O)C)C,4.53
S1(OC(=CC(=O)N1)C)(=O)=O.O(C(=O)C(NC(=O)C(N)CC(O)=O)Cc1ccccc1)C,4.54
O1Cc2c(CC1c1cc(O)c(OC)cc1)cccc2,4.54
O1c2c(CCC1c1cc(O)c(OC)cc1)cccc2,4.54
O1c2c(C(=O)CC1c1cc(O)c(OC)cc1)c(O)ccc2,4.54
[NaH].OC(=O)CCNC(=O)Nc1ccc([N+](=O)[O-])cc1,4.54
N#Cc1ccc(cc1)/N=C(/NCC1CCCCC1)NCC(=O)O,4.544068044
Clc1cc(\N=C(/NCC(=O)O)N[C@H](C)c2ccccc2)cc(Cl)c1Cl,4.544068044
Clc1cc(cc(Cl)c1)/N=C(/NCC1CCCCC1)NCC(=O)O,4.544068044
S1(=O)(=O)NC(=O)c2c1cccc2,4.57
O1c2c(C(=O)C(OC(=O)C)C1c1cc(O)c(OC)cc1)c(O)cc(O)c2,4.6
S1c2c(SCC1c1cc(O)c(OC)cc1)cccc2,4.65
O1c2c(OCC1c1cc(O)c(OC)cc1)cccc2,4.65
O1C(CO)C(O)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1CC2[C@@](C3C(CC2=O)C2CCC(C(C)C4OC(OC5OC(C)C(O)C(O)C5O)C(CC4)C)[C@@]2(CC3)C)(CC1)C,4.65
O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OCC)=O)C1CCCCC1,4.68
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)[O-].[K+],4.698970004
O1[C@H](OC2CC[C@@]3([C@H](CCC(C)=C3CCc3ccoc3)C2(C)C)C)C(O[C@@H]2OCC(O)C(O)C2O)C(O)C(O)C1CO,4.698970004
N#Cc1ccc(cc1)\N=C(\NSC(C)C1CCCCC1)NCC(=O)O,4.698970004
O=C(O)CNC(\N[C@H](C)c1ccccc1)=N/c1cc(C)c(cc1)[N+]#[C-],4.698970004
O=C(O)CNC(\N[C@H](C)c1ccccc1)=N/c1cc(C)c([N+]#[C-])c(C)c1,4.698970004
O1[C@@H](OC2CC[C@@]3([C@H](CCC(C)=C3CCc3ccoc3)C2(C)C)C)C(O[C@@H]2OCC(O)C(O)C2O)C(O)C(O)C1CO,4.7
[CaH2].S1(=O)(=O)NC(=O)c2c1cccc2.S1(=O)(=O)NC(=O)c2c1cccc2,4.7
S1CC(Oc2c1cc(O)cc2)c1cc(O)c(OC)cc1,4.7
S1Cc2c(OC1c1cc(O)c(OC)cc1)cccc2,4.7
Cl\C(=C(/Cl)\C(\Cl)=C(\Cl)/Cl)\C(O)=O.[NaH],4.7
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)[O-].[K+],4.7
[KH].S1(=O)(=O)NC(=O)c2c1cccc2,4.7
O1C(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O[C@H]2OC(CO)C(O)C(O)C2O)C1OC(C(O)(C)C)CCC(C)[C@@H]1CC[C@@]2([C@@H]3CC=C4[C@@H](CCC(O[C@H]5OC(CO)C(O)C(O)C5O)C4(C)C)[C@]3(C)C(O)C[C@@]12C)C,4.748188027
C[C@H](CC[C@H](C(C)(C)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)[C@H]4CC[C@@]5([C@@]4(C[C@H]([C@@]6([C@H]5CC=C7[C@H]6CC[C@@H](C7(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)O)C)C,4.75
O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O)C1CC(CC(C1)C)(C)C,4.76
O1C(CO)C(O)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1CC2[C@@](C3C(CC2=O)C2CCC(C(C)C4OC(OC5OC(C)C(O)C(O)C5O)C(CC4)C)[C@]2(CC3)C)(CC1)C,4.77815125
N#Cc1ccc(cc1)/N=C(/NC1CCCCCC1)NCC(=O)O,4.77815125
N#Cc1ccc(cc1)\N=C(/NCC(=O)O)Nc1ccc2ccccc2c1,4.77815125
Clc1cc(cc(Cl)c1)\N=C(\NC1CCCCCCC1)NCC(=O)O,4.77815125
ClC1C(O)[C@@](OC1CCl)(OC1OC(CO)C(F)C(O)C1O)CCl,4.78
O1C(COC2OCC(O)C(O)C2O)C(O)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1CC[C@]2(C(CC[C@@]3(C2CC=C2C4[C@@]5(CC(OC5=O)C(C4)(C)C)C(O)C[C@@]23C)C)C1(C)C)C,4.78
O1[C@H](OC2CC[C@]3([C@H](C2)C(=O)C=C2[C@H]4CC[C@H](C(C)[C@@H]5OC(O[C@H]6OC(C)C(O)C(O)C6O)C(CC5)C)[C@@]4(CC[C@H]23)C)C)C(O[C@H]2OC(C)C(O)C(O)C2O)C(O)C(O)C1CO,4.78
O(C(CC)CC)C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O,4.79
O=C(O)C[C@@H](N)C(=O)NC(C(=O)OC1C(C)(C)C2CCC1(C)C2)C(=O)OC,4.79
ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CCl)C(O)C1O)CCl,4.8
O(C)c1ccc(cc1O)CCC(=O)c1c(O)cc(O)cc1O,4.82
Clc1cc(cc(Cl)c1)\N=C(\NSC(C)C1CCCCC1)NCC(=O)O,4.84509804
O1C(Cc2c(C1=O)c(O)ccc2)c1cc(O)c(OC)cc1,4.85
BrC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CBr)C(O)C1O)CBr,4.9
Clc1cc(\N=C(\NCc2ccccc2)NCC(=O)O)cc(Cl)c1,4.903089987
O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O)C1CCCC1,4.92
S(C(C)(C)C)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,4.95
ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CCl)C(F)C1O)CCl,5
BrC1C(O)[C@@](OC1CBr)(OC1OC(CO)C(F)C(O)C1O)CBr,5
Clc1c2c([nH]cc2CC(N)C(O)=O)ccc1,5
O1C(CO)C(O)C(O)C(O[C@H]2OC(C)C(O)C(O)C2O)C1Oc1cc(O)c(C(=O)CCc2cc(O)c(OCC)cc2)c(O)c1,5
O=C1C=C(CC[C@@H]1[C@@](O)(CC\C=C(\C)/C)C)C,5
O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O)C1CC(CCC1)C,5.02
O1C(CO)C(O)C(O)C(O[C@H]2OC(C)C(O)C(O)C2O)C1Oc1cc(O)c(C(=O)CCc2cc(O)c(OC)cc2)c(O)c1,5.04
Clc1cc(\N=C(/NCC(=O)O)N[C@H](C)c2ccccc2)cc(Cl)c1,5.079181246
O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OCC)=O)C1CCCCC1C,5.09
O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O)C1CCCCC1,5.14
O(C(OC(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O)=O)C1CC2CC[C@]1(C)C2(C)C,5.16
N#Cc1ccc(cc1)\N=C(/NCC(=O)O)NC1CCCCCCCCC1,5.176091259
O=C(O)CNC(\NC(c1ccccc1)c1ccccc1)=N/c1ccc(cc1)C#N,5.176091259
O[C@@]1([C@@H]2[C@](CCC[C@]2(c2c1cccc2)C)(C(O)=O)C)C(O)=O,5.19
N#Cc1ccc(cc1)\N=C(\NC1CCCCCCC1)NCC(=O)O,5.230448921
O1C(CO)C(O)C(O)C(O[C@H]2OC(C)C(O)C(O)C2O)C1Oc1cc(O)c(C(=O)CCc2cc(O)c(OCCC)cc2)c(O)c1,5.3
S1c2c(OCC1c1cc(O)c(OC)cc1)cccc2,5.3
O\N=C\C=1CCC(CC=1)C(C)=C,5.301029996
N#Cc1ccc(cc1)\N=C(/NCC(=O)O)NC1CCCCCCCC1,5.301029996
[C-]#[N+]c1ccc(cc1)\N=C(/NCC(=O)O)NCc1cc(C)cc2OCOc12,5.301029996
[C-]#[N+]c1ccc(cc1)\N=C(/NCC(=O)O)NCc1cccc2OCOc12,5.311753861
S1C(C)(C)C(NC(=O)C(NC(=O)C(N)CC(O)=O)C)C1(C)C.S1C(C)(C)C(NC(=O)C(NC(=O)C(N)CC(O)=O)C)C1(C)C.O.O.O.O.O,5.318758756
ClC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CCl)C(Cl)C1O)CCl,5.32
O1C(CO)C(O)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1CC2[C@](C3C(CC2=O)C2CCC(C(C)C4OC(OC5OC(C)C(O)C(O)C5O)C(CC4)C)[C@@]2(CC3)C)(CC1)C,5.477121255
BrC1C(O)[C@@](OC1CCl)(OC1OC(CO)C(Cl)C(O)C1O)CCl,5.51
Brc1c(CCC(O)=O)c(Br)cc(Br)c1C(=O)N,5.6
BrC1C(O)C(O)C(OC1CO)O[C@@]1(OC(CBr)C(Br)C1O)CBr,5.88
O(C(=O)C(NC(=O)C(NCCC(C)(C)C)CC(O)=O)Cc1ccccc1)C,5.89
S1Cc2c(SC1c1cc(O)c(OC)cc1)cccc2,6
O(C(OC(=O)C(NC(=O)C(N)CC(O)=O)C(OCC)=O)=O)C1CC2CC[C@]1(C)C2(C)C,6.05
O(C(=O)C(NC(=O)C(NC(=O)Nc1ccc(cc1)C#N)CC(O)=O)Cc1ccccc1)C,6.15
OC(=O)CN/C(=N/c1ccc(cc1)C#N)/NCc1cc(ccc1)C,7.3
OC(=O)CN/C(=N\c1ccc(cc1)C#N)/NC1CCCCCCCC1,7.3
O1c2c(OC1)cccc2C\N=C(\Nc1ccc(cc1)C#N)/NCC(O)=O,7.35
Oc1cc(ccc1OC)OCc1ccccc1C(=O)O,10